"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Ad set budget","Ad set budget type","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions) (USD)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks",Results,"Result indicator","Cost per results",Ends
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Feed,"Mobile web","Android Smartphone",inactive,10,Daily,0,"7-day click, 1-day view, or 1-day engaged-view",0,2,1,2,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Feed,"Mobile web",iPhone,inactive,10,Daily,0.04,"7-day click, 1-day view, or 1-day engaged-view",4.444444,9,1.125,8,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Explore,In-app,"Android Smartphone",inactive,10,Daily,0.05,"7-day click, 1-day view, or 1-day engaged-view",16.666667,3,1,3,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Explore,In-app,iPad,inactive,10,Daily,0.01,"7-day click, 1-day view, or 1-day engaged-view",10,1,1,1,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,Explore,In-app,iPhone,inactive,10,Daily,0.17,"7-day click, 1-day view, or 1-day engaged-view",9.444444,18,1.058824,17,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,10,Daily,4.32,"7-day click, 1-day view, or 1-day engaged-view",8.38835,515,1.271605,405,0.03883495,20,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,"Instagram Reels",In-app,iPad,inactive,10,Daily,0.11,"7-day click, 1-day view, or 1-day engaged-view",13.75,8,1.142857,7,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,"Instagram Reels",In-app,iPhone,inactive,10,Daily,21.13,"7-day click, 1-day view, or 1-day engaged-view",8.855826,2386,1.263102,1889,0.02975692,71,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,"Instagram Stories",Desktop,Desktop,inactive,10,Daily,0.02,"7-day click, 1-day view, or 1-day engaged-view",6.666667,3,1,3,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,10,Daily,1.62,"7-day click, 1-day view, or 1-day engaged-view",10.728477,151,1.398148,108,0.01324503,2,,,,2025-07-31
