"Campaign name","Time of day (viewer's time zone)","Ad Set Name","Ad name","Campaign ID","Ad set ID","Ad ID","Delivery status","Delivery level","Ad Set Name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)",Frequency,"Link clicks","CPC (cost per link click)","CTR (Link)","Clicks (all)","CPM (cost per 1,000 impressions)","CTR (link click-through rate)","Adds to cart","Cost per add to cart","Adds to cart conversion value","Reporting starts","Reporting ends"
IG_FB_US_LA_UpStairs_25-38_InstantForm,"12:00:00 - 12:59:59",LA_UpStairs_25-38_Hispanics_Female,LA_UpStairs_25-38_Flyer_Hispanics_Woman,120232784158330429,120232784158520429,120232784158370429,inactive,ad,LA_UpStairs_25-38_Hispanics_Female,"7-day click or 1-day view","Meta Leads",,136,147,,-,-,-,1.26,1.08088235,4,0.315,0.02721088,7,8.57142857,2.72108844,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"11:00:00 - 11:59:59",LA_UpStairs_25-38_SingleWomanWestHollywood,"LA_UpStairs_25-38_Flyer_SingleWoman - Copy",120232784158330429,120232784158540429,120232784158450429,not_delivering,ad,LA_UpStairs_25-38_SingleWomanWestHollywood,"7-day click or 1-day view","Meta Leads",1,84,105,1.25620101,-,-,-,1.25620101,1.25,1,1.25620101,0.00952381,3,11.9638191,0.95238095,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"19:00:00 - 19:59:59",LA_UpStairs_25-38_European,"LA_UpStairs_25-38_FlyerV2_European - Copy",120232784158330429,120232784158500429,120232907552640429,not_delivering,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",5,109,116,0.246,-,-,-,1.23,1.06422018,20,0.0615,0.17241379,27,10.60344828,17.24137931,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"23:00:00 - 23:59:59",LA_UpStairs_25-38_Asian,LA_UpStairs_25-38_Flyer_Asian,120232784158330429,120232784158530429,120232784158410429,inactive,ad,LA_UpStairs_25-38_Asian,"7-day click or 1-day view","Meta Leads",3,107,111,0.40902148,-,-,-,1.22706444,1.03738318,10,0.12270644,0.09009009,17,11.05463459,9.00900901,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"17:00:00 - 17:59:59",LA_UpStairs_25-38_Hispanics_Female,"LA_UpStairs_25-38_FlyerV2_Hispanics_Woman - Copy",120232784158330429,120232784158520429,120232907523950429,not_delivering,ad,LA_UpStairs_25-38_Hispanics_Female,"7-day click or 1-day view","Meta Leads",3,127,134,0.4,-,-,-,1.2,1.05511811,5,0.24,0.03731343,9,8.95522388,3.73134328,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"22:00:00 - 22:59:59",LA_UpStairs_25-38_African,LA_UpStairs_25-38_Flyer_African,120232784158330429,120232784158480429,120232784158390429,inactive,ad,LA_UpStairs_25-38_African,"7-day click or 1-day view","Meta Leads",3,118,123,0.39646863,-,-,-,1.18940589,1.04237288,8,0.14867574,0.06504065,12,9.66996659,6.50406504,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"07:00:00 - 07:59:59",LA_UpStairs_25-38_Asian,LA_UpStairs_25-38_Flyer_Asian,120232784158330429,120232784158530429,120232784158410429,inactive,ad,LA_UpStairs_25-38_Asian,"7-day click or 1-day view","Meta Leads",1,100,110,1.16720764,-,-,-,1.16720764,1.1,4,0.29180191,0.03636364,9,10.61097852,3.63636364,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"09:00:00 - 09:59:59",LA_UpStairs_25-38_SingleWomanWestHollywood,"LA_UpStairs_25-38_Flyer_SingleWoman - Copy",120232784158330429,120232784158540429,120232784158450429,not_delivering,ad,LA_UpStairs_25-38_SingleWomanWestHollywood,"7-day click or 1-day view","Meta Leads",1,87,106,1.15650251,-,-,-,1.15650251,1.2183908,3,0.38550084,0.02830189,6,10.91040106,2.83018868,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"13:00:00 - 13:59:59",LA_UpStairs_25-38_African,LA_UpStairs_25-38_Flyer_African,120232784158330429,120232784158480429,120232784158390429,inactive,ad,LA_UpStairs_25-38_African,"7-day click or 1-day view","Meta Leads",2,96,98,0.57471293,-,-,-,1.14942586,1.02083333,10,0.11494259,0.10204082,14,11.72883532,10.20408163,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"12:00:00 - 12:59:59",LA_UpStairs_25-38_African,LA_UpStairs_25-38_Flyer_African,120232784158330429,120232784158480429,120232784158390429,inactive,ad,LA_UpStairs_25-38_African,"7-day click or 1-day view","Meta Leads",3,99,103,0.38314195,-,-,-,1.14942586,1.04040404,7,0.16420369,0.06796117,15,11.15947438,6.7961165,,,,2025-05-01,2025-09-20
