"Campaign name","Time of day (viewer's time zone)","Ad Set Name","Ad name","Campaign ID","Ad set ID","Ad ID","Delivery status","Delivery level","Ad Set Name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)",Frequency,"Link clicks","CPC (cost per link click)","CTR (Link)","Clicks (all)","CPM (cost per 1,000 impressions)","CTR (link click-through rate)","Adds to cart","Cost per add to cart","Adds to cart conversion value","Reporting starts","Reporting ends"
CA-Toronto-Traffic-OCT2025-Interest-2ND,"20:00:00 - 20:59:59",Interest,"I-CRS - Big",120226607761310429,120226607761300429,120226607761350429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,4571,4904,,-,-,-,24.73771246,1.07285058,288,0.08589483,0.05872757,336,5.04439487,5.87275693,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Interest-2ND,"21:00:00 - 21:59:59",Interest,"I-CRS - Big",120226607761310429,120226607761300429,120226607761350429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,4498,4821,,-,-,-,24.66769063,1.07180969,288,0.0856517,0.05973864,308,5.11671658,5.97386434,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"20:00:00 - 20:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229369014240429,120229369014250429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4684,5125,,-,-,-,24.61,1.0941503,127,0.19377953,0.02478049,196,4.80195122,2.47804878,,,,2025-05-01,2025-09-20
"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG","01:00:00 - 01:59:59",Interest,I-Flyer,120226616928460429,120226616928450429,120226616928500429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,7209,7299,,-,-,-,23.12208862,1.01248439,123,0.18798446,0.01685162,143,3.16784335,1.68516235,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"19:00:00 - 19:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229369014240429,120229369014250429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4635,4838,,-,-,-,22.63,1.0437972,149,0.15187919,0.03079785,215,4.67755271,3.07978504,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"19:00:00 - 19:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,6113,6455,,-,-,-,22.46749172,1.05594634,308,0.0729464,0.04771495,352,3.48063388,4.77149497,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"18:00:00 - 18:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,5272,5623,,-,-,-,22.2975107,1.06657815,260,0.08575966,0.04623866,302,3.96541183,4.62386626,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"18:00:00 - 18:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229369014240429,120229369014250429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4259,4592,,-,-,-,22.29,1.07818737,122,0.18270492,0.02656794,192,4.85409408,2.65679443,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","22:00:00 - 22:59:59","Targeted - PagevIews",T-Flyer,120226616534680429,120226616534860429,120226616534760429,not_delivering,ad,"Targeted - PagevIews","7-day click or 1-day view","Landing page views",,4497,4770,,-,-,-,22.02327776,1.06070714,68,0.32387173,0.01425577,72,4.61703936,1.42557652,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"09:00:00 - 09:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3660,3927,,-,-,-,21.90755423,1.07295082,179,0.12238857,0.04558187,202,5.57869983,4.55818691,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","03:00:00 - 03:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,2626,2805,,-,-,-,21.78,1.06816451,99,0.22,0.03529412,192,7.76470588,3.52941176,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","18:00:00 - 18:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4494,4972,,-,-,-,21.53,1.10636404,204,0.10553922,0.04102977,411,4.3302494,4.10297667,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","21:00:00 - 21:59:59","Targeted - PagevIews",T-Flyer,120226616534680429,120226616534860429,120226616534760429,not_delivering,ad,"Targeted - PagevIews","7-day click or 1-day view","Landing page views",,4426,4660,,-,-,-,21.37318101,1.05286941,65,0.32881817,0.0139485,69,4.58651953,1.39484979,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","00:00:00 - 00:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3364,3694,,-,-,-,21.23,1.0980975,147,0.14442177,0.03979426,279,5.74715755,3.9794261,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","17:00:00 - 17:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4140,4691,,-,-,-,21.21,1.13309179,185,0.11464865,0.03943722,394,4.521424,3.94372202,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"17:00:00 - 17:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,5388,5683,,-,-,-,21.19763349,1.0547513,285,0.07437766,0.05014957,315,3.73000765,5.01495689,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"15:00:00 - 15:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4935,5239,,-,-,-,21.08764577,1.06160081,206,0.10236721,0.03932048,240,4.02512803,3.9320481,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"08:00:00 - 08:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3612,3871,,-,-,-,20.91766474,1.07170543,172,0.12161433,0.04443296,190,5.40368503,4.44329631,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"20:00:00 - 20:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794720429,120229371794660429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4357,4723,,-,-,-,20.54,1.08400275,162,0.12679012,0.03430023,335,4.34893076,3.43002329,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Interest-2ND,"22:00:00 - 22:59:59",Interest,"I-CRS - Big",120226607761310429,120226607761300429,120226607761350429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,3765,4006,,-,-,-,20.48638703,1.06401062,274,0.07476784,0.0683974,280,5.11392587,6.83974039,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"23:00:00 - 23:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229371794620429,120229371794730429,120229371794630429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,2811,3192,,-,-,-,20.16,1.13553895,104,0.19384615,0.03258145,183,6.31578947,3.25814536,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"20:00:00 - 20:59:59",Targeted,T-Flyer,120226607737110429,120226607737100429,120226607737120429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,5954,6434,,-,-,-,20.06502149,1.08061807,641,0.03130269,0.09962698,806,3.11859209,9.96269817,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"22:00:00 - 22:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231457080950429,120231457081090429,120231458551030429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,5681,6045,,-,-,-,19.9427658,1.06407323,298,0.06692203,0.04929694,315,3.29905141,4.92969396,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","16:00:00 - 16:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3905,4315,,-,-,-,19.87,1.1049936,177,0.11225989,0.0410197,374,4.60486674,4.10196987,,,,2025-05-01,2025-09-20
"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","22:00:00 - 22:59:59",Targeted,T-Flyer,120221337097980429,120221337098000429,120221337097990429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,5744,6371,,-,-,-,19.83838761,1.10915738,533,0.03722024,0.08366034,679,3.11385773,8.36603359,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"17:00:00 - 17:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229369014240429,120229369014250429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3739,4076,,-,-,-,19.78,1.09013105,90,0.21977778,0.02208047,147,4.85279686,2.20804711,,,,2025-05-01,2025-09-20
"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","21:00:00 - 21:59:59",Targeted,T-Flyer,120221337097980429,120221337098000429,120221337097990429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,5659,6220,,-,-,-,19.72828556,1.09913412,470,0.04197508,0.0755627,577,3.17175009,7.5562701,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"23:00:00 - 23:59:59",Targeted,T-Flyer,120226607737110429,120226607737100429,120226607737120429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,6141,6471,,-,-,-,19.69492887,1.05373718,670,0.02939542,0.10353887,852,3.04356805,10.35388657,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","19:00:00 - 19:59:59",FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648950429,120231844648910429,active,ad,FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,5487,5811,,-,-,-,19.58811924,1.05904866,263,0.07447954,0.04525899,555,3.37086891,4.52589916,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","07:00:00 - 07:59:59","Targeted - List",T-Flyer,120226616534680429,120226616534690429,120226616534840429,not_delivering,ad,"Targeted - List","7-day click or 1-day view","Landing page views",,6086,6331,,-,-,-,19.57,1.04025633,66,0.29651515,0.01042489,71,3.09113884,1.04248934,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Interest-2ND,"19:00:00 - 19:59:59",Interest,"I-CRS - Big",120226607761310429,120226607761300429,120226607761350429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,3483,3747,,-,-,-,19.5060814,1.07579673,229,0.08517939,0.06111556,250,5.20578633,6.11155591,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Interest-2ND,"00:00:00 - 00:59:59",Interest,I-Video-PissGuy,120226607761310429,120226607761300429,120227141853800429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,2968,3131,,-,-,-,19.49888332,1.05491914,129,0.15115413,0.04120089,174,6.22768551,4.12008943,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","08:00:00 - 08:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3520,3908,,-,-,-,19.02,1.11022727,141,0.13489362,0.03607984,297,4.86693961,3.60798362,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"21:00:00 - 21:59:59",Targeted,"T-CRS - Piss Guy",120226607737110429,120226607737100429,120227142462500429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,3790,4215,,-,-,-,18.97196876,1.1121372,503,0.03771763,0.11933571,556,4.5010602,11.93357058,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"16:00:00 - 16:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4848,5086,,-,-,-,18.88789135,1.04909241,231,0.08176576,0.0454188,259,3.71370259,4.54187967,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"14:00:00 - 14:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,5097,5179,,-,-,-,18.87789247,1.01608789,232,0.08137023,0.04479629,255,3.64508447,4.47962927,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","15:00:00 - 15:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3606,3883,,-,-,-,18.66,1.07681642,173,0.10786127,0.04455318,322,4.80556271,4.45531805,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","23:00:00 - 23:59:59","Targeted - PagevIews",T-Flyer,120226616534680429,120226616534860429,120226616534760429,not_delivering,ad,"Targeted - PagevIews","7-day click or 1-day view","Landing page views",,4142,4226,,-,-,-,18.62277166,1.02028006,46,0.40484286,0.010885,47,4.4067136,1.08849976,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"00:00:00 - 00:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4451,4693,,-,-,-,18.5479293,1.0543698,253,0.07331197,0.05391008,258,3.95225427,5.39100788,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","14:00:00 - 14:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3333,3758,,-,-,-,18.01,1.12751275,143,0.12594406,0.03805216,300,4.79244279,3.80521554,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","09:00:00 - 09:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3196,3505,,-,-,-,17.96,1.09668335,128,0.1403125,0.03651926,271,5.12410842,3.65192582,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"13:00:00 - 13:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,4349,4564,,-,-,-,17.72802084,1.04943665,193,0.09185503,0.04228747,208,3.88431657,4.22874671,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"22:00:00 - 22:59:59",Targeted,"T-CRS - Piss Guy",120226607737110429,120226607737100429,120227142462500429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,3637,4032,,-,-,-,17.64183073,1.10860599,500,0.03528366,0.12400794,523,4.37545405,12.40079365,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"21:00:00 - 21:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231457080950429,120231457081090429,120231458551030429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,5264,5506,,-,-,-,17.61594335,1.04597264,248,0.07103203,0.04504177,288,3.19940853,4.50417726,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"16:00:00 - 16:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229369014240429,120229369014250429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3624,3796,,-,-,-,17.61,1.04746137,76,0.23171053,0.02002107,120,4.63909378,2.00210748,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"11:00:00 - 11:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3982,4166,,-,-,-,17.59803535,1.04620794,178,0.09886537,0.04272684,196,4.22420436,4.27268363,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"19:00:00 - 19:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794720429,120229371794660429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3927,4247,,-,-,-,17.55,1.08148714,151,0.11622517,0.03555451,302,4.1323287,3.55545091,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","11:00:00 - 11:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,2802,2984,,-,-,-,17.55,1.0649536,116,0.1512931,0.03887399,239,5.88136729,3.88739946,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"15:00:00 - 15:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229369014240429,120229369014250429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3607,3848,,-,-,-,17.49,1.06681453,73,0.23958904,0.01897089,107,4.5452183,1.8970894,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","07:00:00 - 07:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648870429,120231844648940429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,3205,3449,,-,-,-,17.01,1.07613105,155,0.10974194,0.04494056,290,4.93186431,4.49405625,,,,2025-05-01,2025-09-20
